87 ; 87 ; 87 ; 33 ; 4 ;  255
87 ; 87 ; 87 ; 33 ; 4 ;  86
87 ; 87 ; 87 ; 33 ; 4 ;  61
87 ; 87 ; 87 ; 33 ; 4 ;  86
87 ; 87 ; 87 ; 33 ; 4 ;  117
423 ; 423 ; 423 ; 171 ; 4 ;  6126
423 ; 423 ; 423 ; 171 ; 4 ;  6354
423 ; 423 ; 423 ; 171 ; 4 ;  3936
423 ; 423 ; 423 ; 171 ; 4 ;  5356
423 ; 423 ; 423 ; 171 ; 4 ;  4635
1851 ; 1851 ; 1851 ; 777 ; 4 ;  2599376
1851 ; 1851 ; 1851 ; 777 ; 4 ;  2560927
1851 ; 1851 ; 
